dateOfTrade,tradeID,product,buyingParty,sellingParty,notionalAmount,notionalCurrency,quantity,maturityDate,underlyingPrice,underlyingCurrency,strikePrice
16/04/2010 03:34,BESVBBQQ24359611,Unbty Stones,IBLA27,SMYT95,2082400.0,USD,8000,02/07/2014,260.3,USD,286.95
16/04/2010 03:34,YZMJJLJE98313872,Habd Lanterns,ZDAI73,CIXF70,1670800.0,USD,800,02/05/2012,2088.5,USD,440.43
16/04/2010 03:34,HQNOQDYP37228496,Stocks,SFEO65,NCYN50,7982999.999999999,USD,90000,07/08/2014,88.69999999999999,USD,16.08
16/04/2010 03:34,UVWJEWOP60091271,Stbcks,BMRZ77,ZDAI73,115612.0,USD,700,27/02/2012,165.16,USD,187.66
16/04/2010 03:34,WRGOYBAX42258012,Stbcks,VKMV12,DNIL73,23882.0,USD,100,25/10/2013,238.82,USD,261.37
16/04/2010 03:35,ORXXOFDQ51530303,Clbnk Model Robots,RFZG58,QETH27,571860.0,USD,900,31/07/2015,635.4,USD,124.54
16/04/2010 03:35,SOKHWDWF82370147,Stbcks,KRXZ15,IIZF28,958000.0,USD,400,31/10/2014,2395.0,CZK,84.98
16/04/2010 03:35,FMRBJPBY29263658,Stocks,VCSF07,RLZK87,341749.34,CUP,600,03/11/2013,238.05,USD,493.86
16/04/2010 03:35,YJOBJGJC14893384,Stocks,UIKN69,HWHS51,341760.0,MZN,400,23/12/2011,854.4,USD,1547.97
16/04/2010 03:35,ZTHLGZHF27873428,Potions of Fruit Juice,BDBU00,SRYE89,36837.0,USD,300,12/01/2012,122.79,USD,116.2
16/04/2010 03:35,QEMXKAIG72678121,Pobions of Water,OHKH76,HHOA11,140545.0,USD,500,21/10/2013,281.09,USD,254.95
16/04/2010 03:35,CKCTDQOC79423124,Rings of Increase Accuracy,BBJG05,RLZK87,1317555.0,AUD,900,09/01/2015,1463.95,USD,20513.7
16/04/2010 03:35,JWQHEUBD22878165,Amulets of Yendor,WYFO79,OPET16,5834600.0,USD,4000,03/04/2015,1458.65,USD,234.75
16/04/2010 03:35,BEDUDKRL69380882,Stocks,KUWI70,MSHS03,3681000.0,QAR,5000,12/12/2013,736.2,USD,373.61
16/04/2010 03:35,UEBJKXIJ64939127,Stocks,LKPN86,QBAP68,58345.00000000001,ZAR,700,10/06/2011,83.35000000000001,USD,133.31
16/04/2010 03:36,TAYNCDIN49965068,Stocks,INIL67,YSSR29,11598.0,USD,200,23/09/2012,326.33,CUC,53.02
16/04/2010 03:36,XWLHXABE71771779,Jumbonium Atoms,KRXZ15,MYXF85,18274.0,USD,100,30/06/2012,182.74,USD,209.23
16/04/2010 03:36,XNVHCRXP06854756,Stocks,NXTO35,VKMV12,176904.0,USD,900,16/06/2014,196.56,USD,227.62
16/04/2010 03:36,POAWVYQF43359803,Stbcks,WIZJ73,OKYS71,1627000.0,USD,20000,10/06/2012,81.35,USD,17.02
16/04/2010 03:36,OXALLZGD82161790,Smoke Balls,CBOX54,QODV88,2135120.0,USD,4000,06/09/2011,533.78,USD,458.76
16/04/2010 03:36,USKBPINH85103129,Elven Cloaks,CQPJ57,MHFC34,302214.67,MDL,100,21/01/2013,1209.69,SCR,3271.25
16/04/2010 03:37,GYLNLGFU17396848,CodeBots,DGTY66,ZBIO05,18488000.0,USD,80000,20/10/2014,231.1,USD,39.36
16/04/2010 03:37,GFQGYPIB33558714,Stocks,UACN81,MDEQ10,137225.0,USD,500,06/03/2012,274.45,USD,51.96
16/04/2010 03:37,GRIMUEXT14119887,Stocks,EIWJ22,DOGG07,15888.0,USD,300,28/05/2013,52.96,USD,54.71
16/04/2010 03:37,WDFXPYFH91511099,Toxic Orbs,YTAI13,QXFF29,56983.69,BZD,500,14/05/2013,24.09,USD,93.99
16/04/2010 03:37,IFZAMKHR17199805,Stocks,VLJL11,QBAP68,833500.0,USD,50000,27/10/2013,16.67,USD,19.04
16/04/2010 03:37,VXNKTZBZ61234077,Stocks,YSSR22,QHXJ50,6857500.0,USD,10000,08/03/2011,685.75,USD,148.42
16/04/2010 03:38,GXRYRAGU49577806,Stbcks,QETH27,UFAY79,337620.0,USD,600,18/11/2013,562.7,USD,134.14
16/04/2010 03:38,WDSHNSGN78686027,Wands of Watoomb,KKGI65,VKMV12,479680.0,USD,200,05/05/2012,2398.4,USD,541.87
16/04/2010 03:38,CLDLQOLU20798994,Stbcks,OUNH49,BDBU55,9123600.0,USD,60000,02/05/2014,1275.18,MDL,164.01
16/04/2010 03:39,YVFFXCKU42337329,Stbcks,GSTD77,HSWX66,171000.0,USD,9000,13/06/2013,19.0,USD,20.77
16/04/2010 03:39,VSZECMHV64657079,Pebsuaders,FAWI51,FDWI84,1291589.9999999998,BTN,600,19/07/2013,2152.6499999999996,USD,3068.2
16/04/2010 03:40,ZDBIRNLA34292640,Metal Knight Units,FAWI51,FTFI87,49699.99999999999,USD,1000,25/02/2015,49.699999999999996,USD,9.81
16/04/2010 03:40,WRWERTPT18458391,Vagyrisk Claws,VAHJ53,SHXQ48,169800.0,USD,1000,21/01/2015,169.8,USD,31.27
16/04/2010 03:40,EUICYISS45765025,Stocks,XHYN06,HXDA72,30661.36,AED,100,11/06/2012,259.82,USD,261.83
16/04/2010 03:40,KVGSKPLM22650175,War Gongs,AHMZ79,ZSXF89,391725.0,CLP,900,13/11/2015,435.25,USD,800.68
16/04/2010 03:40,BQLBSNLH57511454,Chain Wind Staffs,KUWI70,NCYN50,64498040.91,COP,5000,28/08/2015,222.71,USD,10577.79
16/04/2010 03:40,VQQFYPXZ23838996,Stbcks,OPZI28,FGVK43,34074.27,JPY,9000,08/09/2014,71.3,USD,3.28
16/04/2010 03:40,YIZPPNPZ85768338,Stocks,KTLA61,HYSJ42,2425000.0,USD,10000,17/04/2012,242.5,USD,232.7
16/04/2010 03:40,LMENORZP46454784,Stbcks,WVEI17,AMRO66,25573499.999999996,ALL,90000,10/07/2013,284.15,USD,136.61
16/04/2010 03:40,GKIXGGJJ13485269,Amblets of Shinnok,ZSXF14,VTKE88,4050000.0,USD,30000,18/03/2014,135.0,USD,29.46
16/04/2010 03:40,HAGDOMZH81909246,Stocks,EIWJ22,EWUY92,116015.00000000001,USD,100,01/08/2013,1160.15,USD,202.84
16/04/2010 03:41,ZSLFEGKA44586900,Stocks,WHPS16,GIWG14,36880.0,USD,8000,13/08/2013,4.61,USD,5.17
16/04/2010 03:41,ZVXAGRMQ34747022,Stocks,VVBY15,SFZS08,221669.99999999997,BAM,200,15/05/2015,1108.35,USD,72.45
16/04/2010 03:41,ZRAZEFUX47247320,Stbcks,JZTC68,TFLS85,32062.62,VEB,800,10/03/2014,23.06,USD,43.4
16/04/2010 03:41,GUMMUDVR11028583,Stocks,SZRJ90,WYFO79,66330.0,SYP,300,20/11/2011,221.1,USD,232.55
16/04/2010 03:41,VPACSESC61498711,Inbobots,FAWI58,BMRZ75,9572100.0,USD,6000,09/01/2014,1595.35,USD,288.58
16/04/2010 03:41,XPCSLEAU66334185,Stocks,YCZA59,VAHJ53,587070.0,USD,9000,06/03/2012,65.23,USD,70.55
16/04/2010 03:41,OLHTJRJG01908257,Stocks,XHYN03,ZDAI93,330320.0,GIP,400,22/04/2013,825.8,USD,1045.76
16/04/2010 03:42,XCMDLQWZ52029546,Philosopher Stones,MDEQ10,IJPI82,46566.0,USD,300,30/07/2014,155.22,USD,171.16
16/04/2010 03:42,SGMXPOBZ76359578,Stocks,YTAI12,PJKH65,158948.99,IRR,700,13/02/2014,25.45,USD,220.53
16/04/2010 03:42,TXXLMYMC64870507,Abborbing Eyes,XHYN03,HYSJ42,50812738.2,VUV,60000,21/10/2013,31.71,USD,752.42
16/04/2010 03:43,WLZZCTNL21259859,Orcarinas of Time,HXDA58,PIFN44,327290.0,USD,1000,10/03/2012,1051.09,HNL,270.79
16/04/2010 03:43,WTUHMFAL29111899,Palantiris,UHOG56,GIWG94,2634208.1,AOA,700,29/05/2013,512.88,USD,4287.94
16/04/2010 03:43,DNELDCWO28469239,Stocks,EWUY52,AGBH66,371639.99999999994,LYD,400,11/11/2012,929.0999999999999,USD,2041.28
16/04/2010 03:43,VNNMGIPX36281666,Cranium Inflolinks,LWGE44,ZVEN26,207732.0,USD,700,02/02/2014,296.76,USD,319.22
16/04/2010 03:43,YSPLDRGQ29715124,Reb Fangs,HXDA56,ZDAI73,50802596.81,COP,70000,16/04/2012,12.53,USD,776.47
16/04/2010 03:43,ONIHJUPB05019001,Stbcks,BBAX08,SFZS38,997514.9999999999,USD,900,19/05/2015,1108.35,USD,240.96
16/04/2010 03:43,BAAPOBLA97205540,Assault Vests,VVBY18,LIIS96,1239200.0,USD,800,13/09/2015,1549.0,USD,280.63
16/04/2010 03:44,JPXFPJUK21314114,Stbcks,UACN86,FORM84,7324.0,USD,200,20/05/2013,36.62,USD,33.04
16/04/2010 03:44,RPRJWZAR21449092,Stocks,WIZJ77,ZMLP81,12033000.0,USD,70000,22/11/2015,171.9,USD,38.22
16/04/2010 03:44,GQJUNLVO42165133,Stbcks,UHOG52,LIJW00,857004.9999999999,ISK,100,30/12/2015,8570.05,LAK,751.88
16/04/2010 03:44,TKCUHFMP97608649,Stocks,GGLV44,QHXJ50,27430.0,USD,200,18/02/2013,137.15,USD,150.21
16/04/2010 03:44,XNSTSOEH49790342,Astro Boys,VXSM36,VPTI66,1787450.0,USD,700,26/11/2011,2553.5,USD,517.96
16/04/2010 03:44,MPSZSNXJ24578284,Hobe,CQPJ54,RJUD29,1686300.0,USD,2000,11/09/2014,843.15,USD,182.58
16/04/2010 03:44,LKIJUNCT99662730,Stocks,BBJG08,MHFC34,476105.0,USD,700,15/08/2014,680.15,USD,153.39
16/04/2010 03:44,EKVZXRTF88621953,Wild Card Virus Vials,OPET11,NQJL85,424850.0,USD,5000,05/02/2012,84.97,USD,94.4
16/04/2010 03:44,QPUZSYUF62380538,Stocks,TGZI59,EWUY52,30553246.34,YER,20000,25/01/2015,232.03,USD,1627.42
16/04/2010 03:44,AZRMTHFV18550457,Stocks,TVQQ55,DILF10,95460.0,USD,500,18/10/2014,190.92,USD,184.39
16/04/2010 03:44,XIKNEZFK71640496,Stbcks,OPET16,YOQG15,12285000.0,USD,60000,07/02/2012,204.75,USD,37.98
16/04/2010 03:44,QWOKXJLL74566825,Pyb Particles,OCQF34,FORM74,6416.0,USD,800,28/06/2011,8.02,USD,7.07
16/04/2010 03:44,PHEKCQTE28366152,Febix Felicis,YLGZ72,ISWT63,40275181.44,ARS,5000,15/08/2015,283.66,USD,9496.1
16/04/2010 03:44,YMRCAVAB17159490,Faerie Tonics,NCYN50,QOKP03,316053.0,USD,900,20/07/2014,1039.53,KPW,337.12
16/04/2010 03:44,KBHZXZZH53523145,Stringers,VKMV12,ZELV86,431810.00000000006,USD,200,23/10/2014,2159.05,USD,392.01
16/04/2010 03:45,JBATUHCU43381573,Stocks,MEOQ86,FGQR22,104200.0,USD,4000,23/05/2012,34.86,NPR,23.29
16/04/2010 03:45,GCBRPQVJ25803963,Bags of Holding,SUOX82,KKGY69,153582.0,USD,600,12/10/2015,255.97,USD,289.48
16/04/2010 03:45,MFRAVHRH64469599,Blue Orbs,JCWS17,EWUY92,252228.0,USD,600,25/07/2011,420.38,USD,380.66
16/04/2010 03:45,TLYTIAWL11273935,Stocks,CMZC67,IJPI82,650080.0,USD,4000,27/08/2014,162.52,USD,194.88
16/04/2010 03:45,YMAYMGDU07335025,Stbcks,QCRG55,AYIH50,261139.99999999997,USD,400,27/10/2013,652.8499999999999,USD,116.21
16/04/2010 03:45,DMUBBRSN25757481,Ribgs of Searching,IIZF23,IZLM17,17676.0,USD,400,11/11/2011,44.19,USD,37.96
16/04/2010 03:45,SMOVNZRT16402929,Stocks,SWGF93,TVQQ54,3545446.06,TND,5000,29/07/2015,105.79,USD,672.49
16/04/2010 03:45,RMPFQMNI59536888,Stocks,IZLM67,GIWG54,230500.0,USD,50000,23/02/2011,4.61,USD,5.34
16/04/2010 03:46,AUTNWHEN14108329,Stocks,BMRZ75,QMZU44,91404.0,USD,600,10/02/2014,152.34,USD,174.29
16/04/2010 03:46,RJXOKLIU27714034,Stbcks,QBAP63,VTKE98,4980500.0,USD,50000,16/07/2014,2804.7,CAD,85.87
16/04/2010 03:46,SQOFLOGF53828651,Stocks,NCYN50,ZVEN26,1305200.0,USD,4000,18/05/2012,326.3,USD,59.32
16/04/2010 03:46,ZFXYRPQH70016789,Fibe Horns,UEVD88,ORQH73,12137500.0,DZD,5000,15/06/2013,2427.5,USD,2157.45
16/04/2010 03:46,FJMAOHYJ68705633,Stocks,QODV32,QLCE94,3676399.9999999995,USD,8000,09/03/2014,459.54999999999995,USD,79.34
16/04/2010 03:46,LOBGGJJM90044193,Wibgs of Icarus,OUNH49,CVMG22,48793500.00000001,STD,90000,08/11/2013,542.1500000000001,USD,601.97
16/04/2010 03:46,JHSHVBDF84826229,Stocks,SRYE53,HSWX88,114000.0,USD,6000,01/10/2015,19.0,USD,19.71
16/04/2010 03:47,DZZQQFZM62058585,Cockatrice Claws,LIJW00,PBFW95,271000.0,USD,50000,16/08/2014,5.42,USD,5.75
16/04/2010 03:47,TYBFGXJL01060409,Stocks,PIFN99,LIJW44,62116.0,GTQ,400,26/06/2011,210.82,USD,146.04
16/04/2010 03:47,WIVYLFTJ59993695,Stocks,LIJW99,MYXF85,426800.0,USD,4000,15/10/2015,106.7,USD,20.33
16/04/2010 03:47,HCARQWHL74144249,Stocks,EMNK63,OHKH76,4167344.44,ZAR,20000,30/08/2015,30.11,USD,179.31
16/04/2010 03:47,GWPTRRCQ81257698,Stbcks,VAHJ58,ITTS46,1040240.0,USD,800,13/02/2012,1300.3,USD,228.2
16/04/2010 03:47,BIHGRLTH94306841,Gargantua Space Stations,UFAY59,FYYD67,1003.0,USD,100,07/01/2012,10.03,USD,12.29
16/04/2010 03:47,IHTKNPQT75293509,Luckstones,VTKE98,VKMV82,3224013.73,BZD,3000,01/04/2013,227.16,USD,928.87
16/04/2010 03:48,CBNNRPHN58969676,Stocks,GGLV00,WVEI27,34605.0,USD,300,22/10/2015,115.35,USD,98.81
16/04/2010 03:48,JRKJJNLA95571267,Hurtloam,TRFG21,DVVB31,6959600.0,USD,4000,30/11/2013,1739.9,USD,323.31
16/04/2010 03:49,QROVPGVH91394871,Stocks,ERHJ34,KKZA27,771000.0,USD,4000,02/09/2012,192.75,USD,42.21
16/04/2010 03:49,UJKTSHJC91616113,Stbcks,EIWJ22,OHKH76,109317.97,XAF,700,14/01/2015,184.92,LRD,162.55
16/04/2010 03:49,WTJKMKKW98396562,Stocks,DJNE62,OCQF24,602520.0,USD,600,17/11/2015,1004.2,USD,229.28
16/04/2010 03:49,SDUWOTAL14124409,Sigils,VTKE91,DDIB44,50399.8,CDF,900,13/03/2011,273.57,USD,52.66
16/04/2010 03:49,PVCQNFVF58851895,Stocks,MSHS04,ZMLP41,1719000.0,MVR,10000,25/09/2013,171.9,USD,259.54
16/04/2010 03:49,ETTGWVLT46436781,Stocks,OQXV75,DNIL43,1074690.0,USD,900,24/06/2013,1194.1,USD,274.48
16/04/2010 03:50,BIBXYIIV56777074,Stocks,ZELV96,FDWI74,31048.0,USD,800,10/09/2011,38.81,USD,36.17
16/04/2010 03:50,TSWEJUPB55503800,Stocks,XHYN07,WWNS42,4326500.0,USD,5000,03/02/2015,865.3,USD,198.05
16/04/2010 03:50,YPHJUVWQ59282979,Flame Orbs,VVXA99,BDBU00,159741.0,USD,900,10/03/2011,177.49,USD,170.59
16/04/2010 03:50,DLAZWVNV27990115,Stoles,IBLA29,DJNE92,1111200.0,USD,4000,26/03/2012,277.8,USD,257.88
16/04/2010 03:50,VXRPYCPD26967946,Millennium Keys,OHKH76,JXGF57,1407649.9999999998,USD,1000,20/09/2013,1407.6499999999999,USD,308.4
16/04/2010 03:50,UUQUWFZG58500155,Flying Brooms,FAWI59,WVEI17,4260.0,USD,600,26/12/2014,7.1,USD,7.4
16/04/2010 03:50,UOSQQZPT97821085,Mibrors of Hope,GYWU25,QLCE04,45620.0,USD,100,01/02/2014,456.2,USD,502.86
16/04/2010 03:50,WZGOQWVT43032901,Dunce Caps,HPTP64,HWJF39,25330000.0,USD,40000,05/06/2011,633.25,USD,114.55
16/04/2010 03:50,QCNQCYFR43503779,Laban Nuts,VCSF07,VTKE98,8174839.999999999,USD,400,11/04/2015,20437.1,HTG,129.84
16/04/2010 03:50,EBCUICFH76931985,Dust Cannisters,MEOQ81,DNIL33,1436280.0,USD,800,08/12/2012,1795.35,USD,394.75
16/04/2010 03:50,THYXPPUT27498317,Stocks,EDYH77,MHFC34,2720600.0,USD,20000,17/05/2014,136.03,USD,123.55
16/04/2010 03:50,WHQKJXEQ73565572,Stocks,MRAH39,FGVK33,49910.0,USD,700,11/12/2011,71.3,USD,68.87
16/04/2010 03:50,GIYBXWTC92963558,Stocks,TBVE47,GGLV00,1382000.0,USD,50000,21/03/2012,189.38,ZMK,30.61
16/04/2010 03:50,ZRPUBPVI31098855,Time Turners,VVXA44,DJNE62,7595250.0,USD,3000,07/09/2012,2531.75,USD,441.75
16/04/2010 03:51,PVZSAHBT18564734,V-Tamer Taags,EPZN28,RDBE21,987160.39,RUB,700,14/12/2013,125.53,USD,1507.75
16/04/2010 03:51,HFZAYSXC84279248,Stocks,HHFP66,TQSJ65,102480.0,NZD,800,31/03/2013,128.1,CDF,344.45
16/04/2010 03:51,DBJWSJWN87204028,Stocks,CAVR57,EPZN28,26283.0,USD,300,19/08/2013,87.61,USD,101.87
16/04/2010 03:51,RVVKUCNV20988398,Stocks,KTLA69,XRBV51,1578700.0,USD,10000,18/05/2013,157.87,USD,167.16
16/04/2010 03:51,EPIDCPRF06145884,Water Tablets,DNIL23,CVMG22,338100.0,USD,7000,23/01/2013,393.1,CHF,57.49
16/04/2010 03:52,FAEILSMR46230647,Pacts,VPTI00,KRXZ85,8668.0,USD,100,17/03/2015,86.68,USD,83.64
16/04/2010 03:52,XFGZAPKB52563971,Mystic Keys,KRRO64,RFZG50,145448.0,USD,800,29/08/2011,181.81,USD,160.36
16/04/2010 03:52,YPUYPAWF78076559,Stocks,QOKP07,ZNQA94,10431450.0,USD,9000,18/09/2012,1159.05,SCR,70.48
16/04/2010 03:52,AUBAYFHQ50375913,Black Sludges,QHXJ53,HFLM11,486660.0,USD,300,23/03/2015,1622.2,USD,308.74
16/04/2010 03:52,NUFPYYDP13712626,Stbcks,SAAM06,LIJW00,168656.0,USD,800,04/08/2014,819.44,KZT,228.51
16/04/2010 03:52,HVWYGIRH62057078,Arbonaughts,KTLA66,GYWU23,8106000.0,TMM,6000,13/04/2015,1351.0,USD,846.57
16/04/2010 03:52,TGCOLSWD44131841,Stbcks,LAUA80,PIFN44,264210.0,USD,200,04/08/2014,1321.05,USD,225.6
16/04/2010 03:52,IGXONHLE79073354,Dragon Balls,KKGI60,RFZG70,86850.0,USD,600,25/01/2014,144.75,USD,141.65
16/04/2010 03:52,BFPPNJOT05678137,Cabpenters,QWOA67,FGVK23,11623200.0,USD,80000,25/03/2014,145.29,USD,158.21
16/04/2010 03:52,GMXVNWWW69860828,Cell Cells,ZXVX98,AGBH66,515490.00000000006,USD,600,14/02/2014,859.1500000000001,USD,164.49
16/04/2010 03:53,UHMSZUTK98061811,Stocks,VAHJ58,EIWJ33,46415.0,USD,500,03/07/2014,579.12,TOP,89.39
16/04/2010 03:53,VJFSHBDA80968945,Holy Hand Grenades,TRFG21,VLJL66,264440.0,USD,2000,08/12/2012,132.22,USD,116.92
16/04/2010 03:53,DLHLSWLY55228764,Stbcks,VVXA11,BBAX06,138650.0,KZT,500,19/05/2011,277.3,USD,198.93
16/04/2010 03:53,PZSTRRAB00691009,Saibamen Seeds,QBAP68,YCZA59,1033080.0,USD,4000,13/01/2012,258.27,USD,275.97
16/04/2010 03:53,NMNWTMOQ56017916,Stbcks,BPLN21,MSHS63,73620.0,USD,500,04/09/2013,147.24,USD,163.25
16/04/2010 03:53,EPHFCGBV74750748,Stocks,FDWI68,OKYS41,113890.0,USD,7000,15/02/2011,16.27,USD,16.89
16/04/2010 03:53,TPMPFIYO60847197,Stocks,CAVR51,MDEQ10,439120.0,USD,8000,22/11/2015,54.89,USD,62.42
16/04/2010 03:53,UIZOWKXK52563575,Stbcks,LIJW33,SXHU74,112152.0,USD,800,16/04/2012,140.19,USD,132.31
16/04/2010 03:54,JYYWATMV67569994,Stbcks,SZRJ90,VTKE48,298830.0,WST,600,17/06/2013,498.05,USD,187.52
16/04/2010 03:54,QYSIJUXR01678548,Stocks,DOGG07,WIZJ93,351750.0,SRD,7000,18/06/2012,50.25,USD,63.9
16/04/2010 03:54,EDJJPBYS14422709,Lebd Elixirs,VPTI00,NGBA40,20563200.0,USD,70000,20/07/2014,34338.96,HRK,268.38
16/04/2010 03:54,PPNVYDKX37802945,Stbcks,MFZY74,WHPS18,7462.0,USD,100,21/12/2014,74.62,USD,68.61
16/04/2010 03:54,EFGGAOXP59249165,L-Viruses,OCQF34,MHFC34,19983162.53,CAD,3000,16/12/2012,19953.78,BBD,5850.63
16/04/2010 03:54,PFTWWVKB47089969,Stbcks,IIZF28,AYIH50,3917100.0,USD,30000,18/04/2014,130.57,USD,137.45
16/04/2010 03:54,VJPMESJA34371772,I-buits,DBCS17,BBJG85,505125.0,USD,300,20/03/2015,1683.75,USD,339.15
16/04/2010 03:54,CMDUYYJC97529683,Stbcks,DOGG07,HWJF49,10432394.43,KYD,8000,01/07/2011,160.12,USD,1304.13
16/04/2010 03:54,MOBGYCZW25382952,Helms of Brilliance,SBUT62,UFAY89,185553.0,USD,300,16/06/2011,618.51,USD,558.22
16/04/2010 03:55,OPDGWKML74676627,Naryas,WIZJ74,ISWT83,170212500.0,USD,90000,24/07/2015,1891.25,USD,342.55
16/04/2010 03:55,FVJHBDIU09601139,Stbcks,IIZF25,BMRZ75,108059.99999999999,USD,100,14/09/2014,1080.6,USD,186.06
16/04/2010 03:55,MBGOMCCQ40223788,Fatmans,SUOX87,AWYB85,20152500.0,USD,30000,27/09/2013,671.75,USD,160.07
16/04/2010 03:56,MMUXDQPN71753318,Stocks,GIWG34,YLGZ72,27630.93,JMD,500,17/06/2012,74.84,USD,54.5
16/04/2010 03:56,ZYBIEXVE90779530,Knightmare Frames,TRFG23,YFAM59,296308.01,BGN,6000,05/03/2014,445.71,USD,56.19
16/04/2010 03:56,OULROJIV07291556,Atium Bars,UWUK72,YTAI13,1500880.0,USD,8000,09/09/2011,187.61,USD,175.04
16/04/2010 03:56,LKTOHSNO04366426,Stbcks,OPZI26,UEVD88,64732117.71,AUD,5000,05/01/2013,192.27,USD,13824.74
16/04/2010 03:56,CVEVAJRB39756254,Stocks,HNLV68,PIFN24,7926300.0,USD,6000,31/07/2013,1321.05,USD,288.44
16/04/2010 03:56,GCOTPNUT08911094,Shooters,PIFN94,LBKT44,13710000.0,USD,60000,30/10/2011,228.5,USD,40.59
16/04/2010 03:57,KWWMMATS39764887,Bib Roots,AHMZ77,MFZY16,998220.0,USD,600,02/04/2012,1663.7,USD,304.58
16/04/2010 03:57,SYQWBWDE30957356,Vebitaserums,LIJW00,AWYB85,1630475.0,USD,700,05/06/2013,2329.25,USD,517.92
16/04/2010 03:57,JLYWCBBB65093638,Stbcks,ZEHM52,QAZT26,743600.0,USD,800,24/08/2014,929.5,USD,189.68
16/04/2010 03:57,TOXWCSRL92220045,Magic Beans,OCQF34,MYXF45,1249840.0,USD,4000,11/04/2012,312.46,USD,342.13
16/04/2010 03:57,FFUVFETJ99663529,Moloko Plus,BMRZ75,BPLN25,898049.9999999999,USD,3000,14/07/2013,299.34999999999997,USD,54.62
16/04/2010 03:57,PBTGTMLG40280800,Noisy Crickets,QODV38,MSHS03,7156800.0,USD,6000,30/10/2013,1192.8,USD,247.32
16/04/2010 03:58,KFHORWNW44827106,Stocks,MFJJ99,FJOI42,20686.0,USD,200,20/12/2014,103.43,USD,108.34
16/04/2010 03:58,PMCOPQGB66685338,Stocks,EPZN24,IZLM67,207925.0,USD,500,21/10/2015,415.85,USD,76.94
16/04/2010 03:58,VDBOQUIP81729196,Kamidogus,TVQQ54,EWUY52,94375.0,USD,500,03/09/2013,188.75,USD,207.32
16/04/2010 03:58,TEHBAAEJ49886466,Stbcks,QLCE04,FGQR22,52100.0,USD,400,08/04/2012,130.25,USD,29.37
16/04/2010 03:58,GNPQEHXH91450980,Stocks,RLZK87,KRRO24,416020.0,USD,2000,20/02/2012,208.01,USD,259.17
16/04/2010 03:58,QCMQLFRC25983342,Stbongest Potions,VLJL11,VVXA11,18244000.0,USD,40000,11/05/2014,456.1,USD,80.47
16/04/2010 03:59,ZYBTINBW94066960,Stocks,ZDAI73,RQGG35,845400.0000000001,USD,4000,13/02/2012,211.35000000000002,USD,45.9
16/04/2010 03:59,ASAGNVFD27481501,Stocks,EPZN23,LWGE44,892.0,USD,100,19/12/2013,8.92,USD,9.78
16/04/2010 03:59,QQHZXSPO55046854,Stbcks,YLGZ78,SFEO61,21239.999999999996,USD,800,01/11/2015,26.549999999999997,RON,3.36
16/04/2010 03:59,CLJBNLDM92809676,Stocks,OQXV74,HFLM66,212985.0,CAD,300,24/01/2011,709.95,USD,3577.02
16/04/2010 03:59,ZZNJKKGE43171041,Cobkatrice Claws,ZMLP87,PBFW95,55050.94,ALL,5000,10/02/2014,5.42,USD,9.54
16/04/2010 03:59,SSPEDHMO62584025,Reb Cards,OQXV70,JVHD93,281239.0,USD,700,30/09/2012,401.77,USD,376.59
16/04/2010 03:59,DJYWQLLT27787246,Stocks,SWGF93,ITTS56,2600600.0,USD,10000,26/11/2011,260.06,USD,252.72
16/04/2010 04:00,EUETBMYG73268479,Weakness Policies,ERHJ32,ZBIO05,337770.0,CAD,200,08/10/2013,1688.85,USD,10393.73
16/04/2010 04:00,AHNJHYQX69866087,Babs of Tricks,ZSXF11,WVHK40,10725599.999999998,USD,4000,22/04/2014,2681.3999999999996,USD,612.55
16/04/2010 04:00,KYRVIWIN28642798,Stocks,MRAH36,AMBT33,283000.0,USD,2000,19/10/2014,141.5,USD,26.05
16/04/2010 04:00,MKMSSUNH96703280,Clbaks of Invisibility,CBOX53,HPTP65,3696000.0,USD,70000,03/04/2013,386.99,MVR,57.81
16/04/2010 04:01,FWDUQDFQ29257372,Stocks,UWUK76,VCSF07,275400.0,ZAR,2000,30/11/2015,137.7,USD,202.82
16/04/2010 04:01,NINMJHJF57320444,Stocks,CAVR52,DVVB31,265890.0,USD,300,05/01/2015,886.3,USD,168.07
16/04/2010 04:01,QBAQYQXN37830669,Stbcks,GIWG33,LAUA80,63316.0,USD,400,20/05/2011,158.29,USD,144.27
16/04/2010 04:01,APRJGBHF07316344,Stbcks,QBAP64,KTLA69,4522600.0,BWP,500,26/12/2015,9045.2,RUB,449.1
16/04/2010 04:01,VNMFQHOT03822830,Stocks,FGQR22,VIMV68,54547500.0,USD,70000,22/10/2011,779.25,USD,146.37
16/04/2010 04:01,KVWQPNZC02850233,Stocks,CUVZ59,MYXF05,1280400.0,USD,60000,14/02/2011,24.3,NOK,18.91
16/04/2010 04:01,VEJDVPUV03448470,Stbcks,XHYN01,YSSR89,17397000.0,USD,60000,02/02/2013,289.95,USD,64.45
16/04/2010 04:02,CSYSDZYN37302141,Fire Tablets,VVBY18,UIKN23,26465600.0,USD,80000,28/07/2011,330.82,USD,411.51
16/04/2010 04:02,RLJFVJAV02717336,Stocks,SUOX85,OKYS51,73215.0,USD,900,10/04/2013,81.35,USD,14.36
16/04/2010 04:02,ZFMXYMFV06654836,Fabrie Tonics,MHFC32,QOKP83,877925.0000000001,USD,500,27/08/2013,1755.8500000000001,USD,362.95
16/04/2010 04:02,UVSKTNNL45263496,Stocks,RJUD59,KKGI40,80720.0,USD,100,01/06/2011,807.2,USD,140.52
